"file","C0","C1","C2","R2","N"
"F101992",0,0.679651647627153,0.00311702993440091,0.944715310463001,37533
"F101993",0,0.635656462707448,0.00396463613625536,0.961921661150041,37533
"F121994",0,0.871833659102953,0.00082631772115714,0.955148588999,37533
"F121995",0,0.809798804365395,0.00206969116404261,0.959999923675446,37533
"F121996",0,0.762326051250671,0.00252082137756572,0.965359110502772,37533
"F141997",0,0.564392467227401,0.00435614089237411,0.949146928980923,37533
"F141998",0,0.535028492131352,0.00607848296194783,0.981254528305516,37533
"F141999",0,0.620529372550583,0.00471974821815238,0.98239083855892,37533
"F142000",0,0.655825593840816,0.00434828247685752,0.963475847214869,37533
"F142001",0,0.715180710030775,0.00352044351233229,0.970029265900561,37533
"F142002",0,0.779341849323771,0.00280588766746547,0.96046491841118,37533
"F142003",0,0.739873019558008,0.00314943427214106,0.969514295613354,37533
"F162004",0,0.832965128199624,0.00167970318240839,0.955920640745217,37533
"F162005",0,0.681029511327431,0.00356846723226901,0.966861683974655,37533
"F162006",0,0.879489995269678,0.000418981188112441,0.961260787631484,37533
"F162007",0,1.04033460057342,-0.00115401988053766,0.973713416553878,37533
"F162008",0,0.974432573822093,-0.000117287062871555,0.972259299907929,37533
"F162009",0,0.869413231933758,0.00140298489150129,0.952051247167116,37533
"F182010",0,1.40938812504243,-0.00756353835971496,0.939718679141725,37533
"F182011",0,1.15065417525474,-0.0025156887566294,0.960333309427,37533
"F182012",0,1.26745001257983,-0.00446331964968258,0.969224203159189,37533
"F182013",0,1.18953080504501,-0.00279040680536007,0.968544508662698,37533
"F121999",0,0.999999999999955,0,1,37533
